event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
end_of_pregnancy,RCD2,C3701,,C0546982,Cystic fibrosis with meconium ileus,,,,,C3701
end_of_pregnancy,RCD2,C3701,,C0546982,Cystic fibrosis with meconium ileus,,,,,C3701
end_of_pregnancy,RCD2,Q203.,,C0700643,Other skeleton injury due to birth trauma,,,,,Q203.
end_of_pregnancy,RCD2,Q431.,,C0701144,Perinatal jaundice from other excessive haemolysis,,,,,Q431.
end_of_pregnancy,RCD2,Q431.,,C0701144,Perinatal jaundice from other excessive haemolysis,,,,,Q431.
end_of_pregnancy,RCD2,Q200.,,C0836917,Subdural and cerebral hemorrhage due to birth trauma,,,,,Q200.
end_of_pregnancy,RCD2,Q200.,,C0836917,Subdural and cerebral hemorrhage due to birth trauma,,,,,Q200.
end_of_pregnancy,RCD2,L343.,,C1275806,Fourth degree perineal laceration,,,,,"L343.,L3430,L343z"
end_of_pregnancy,RCD2,L3430,,C1275806,Fourth degree perineal laceration,,,,,"L343.,L3430,L343z"
end_of_pregnancy,RCD2,L343z,,C1275806,Fourth degree perineal laceration,,,,,"L343.,L3430,L343z"
end_of_pregnancy,RCD2,ZV270,,C1313895,Encounter due to single live birth,,,,,ZV270
end_of_pregnancy,RCD2,ZV270,,C1313895,Encounter due to single live birth,,,,,ZV270
end_of_pregnancy,RCD2,ZV271,,C1313896,Encounter due to single stillbirth,,,,,ZV271
end_of_pregnancy,RCD2,ZV271,,C1313896,Encounter due to single stillbirth,,,,,ZV271
end_of_pregnancy,RCD2,M161D,,C1314968,Impetigo herpetiformis,,,,,"M143.,M051.,M161D"
end_of_pregnancy,RCD2,M143.,,C1314968,Impetigo herpetiformis,,,,,"M143.,M051.,M161D"
end_of_pregnancy,RCD2,M051.,,C1314968,Impetigo herpetiformis,,,,,"M143.,M051.,M161D"
end_of_pregnancy,RCD2,Ly0..,,C1384485,Normal delivery,,,,,"L20..,Ly0.."
end_of_pregnancy,RCD2,L20..,,C1384485,Normal delivery,,,,,"L20..,Ly0.."
end_of_pregnancy,RCD2,Q477.,,C1449721,Infant Gynecomastia,,,,,Q477.
end_of_pregnancy,RCD2,Q477.,,C1449721,Infant Gynecomastia,,,,,Q477.
end_of_pregnancy,RCD2,L173z,,C1533626,"Maternal tuberculosis during pregnancy, childbirth and the puerperium",,,,,"L173.,L173z"
end_of_pregnancy,RCD2,L173z,,C1533626,"Maternal tuberculosis during pregnancy, childbirth and the puerperium",,,,,"L173.,L173z"
end_of_pregnancy,RCD2,L173.,,C1533626,"Maternal tuberculosis during pregnancy, childbirth and the puerperium",,,,,"L173.,L173z"
end_of_pregnancy,RCD2,L173.,,C1533626,"Maternal tuberculosis during pregnancy, childbirth and the puerperium",,,,,"L173.,L173z"
end_of_pregnancy,RCD2,Q41z.,,C1994927,Fetal and neonatal haemorrhage,,,,,Q41z.
end_of_pregnancy,RCD2,L411.,,C2004479,Varicose veins of perineum and vulva in pregnancy and the puerperium,,,,,"L411.,L4110,L411z"
end_of_pregnancy,RCD2,L411z,,C2004479,Varicose veins of perineum and vulva in pregnancy and the puerperium,,,,,"L411.,L4110,L411z"
end_of_pregnancy,RCD2,L4110,,C2004479,Varicose veins of perineum and vulva in pregnancy and the puerperium,,,,,"L411.,L4110,L411z"
end_of_pregnancy,RCD2,L442z,,C3537063,Obstetric perineal wound disruption,,,,,"L4420,L442z"
end_of_pregnancy,RCD2,L4420,,C3537063,Obstetric perineal wound disruption,,,,,"L4420,L442z"
end_of_pregnancy,RCD2,L442z,,C3537063,Obstetric perineal wound disruption,,,,,"L4420,L442z"
end_of_pregnancy,RCD2,L4420,,C3537063,Obstetric perineal wound disruption,,,,,"L4420,L442z"
end_of_pregnancy,SNOMED,157098009,,C0004045,Asphyxia Neonatorum,,,,,"157098009,206278008,268831004,28314004,"
end_of_pregnancy,SNOMED,206278008,,C0004045,Asphyxia Neonatorum,,,,,"157098009,206278008,268831004,28314004,"
end_of_pregnancy,SNOMED,28314004,,C0004045,Asphyxia Neonatorum,,,,,"157098009,206278008,268831004,28314004,"
end_of_pregnancy,SNOMED,268831004,,C0004045,Asphyxia Neonatorum,,,,,"157098009,206278008,268831004,28314004,"
end_of_pregnancy,SNOMED,157089006,,C0005604,Birth Injuries,,,,,"157089006,157097004,"
end_of_pregnancy,SNOMED,157097004,,C0005604,Birth Injuries,,,,,"157089006,157097004,"
end_of_pregnancy,SNOMED,306727001,,C0006158,"Breech presentation, delivery, no version (procedure)",,,,,306727001
end_of_pregnancy,SNOMED,17263003,,C0013927,"Embolism, Amniotic Fluid",,,,,17263003
end_of_pregnancy,SNOMED,199663005,,C0015944,"Fetal Membranes, Premature Rupture",,,,,"156189000,156191008,199657001,199663005,237266003,"
end_of_pregnancy,SNOMED,237266003,,C0015944,"Fetal Membranes, Premature Rupture",,,,,"156189000,156191008,199657001,199663005,237266003,"
end_of_pregnancy,SNOMED,199657001,,C0015944,"Fetal Membranes, Premature Rupture",,,,,"156189000,156191008,199657001,199663005,237266003,"
end_of_pregnancy,SNOMED,156189000,,C0015944,"Fetal Membranes, Premature Rupture",,,,,"156189000,156191008,199657001,199663005,237266003,"
end_of_pregnancy,SNOMED,156191008,,C0015944,"Fetal Membranes, Premature Rupture",,,,,"156189000,156191008,199657001,199663005,237266003,"
end_of_pregnancy,SNOMED,199576009,,C0015959,Fetomaternal Transfusion,,,,,"199576009,199579002,206392000,24141009,71028008,"
end_of_pregnancy,SNOMED,71028008,,C0015959,Fetomaternal Transfusion,,,,,"199576009,199579002,206392000,24141009,71028008,"
end_of_pregnancy,SNOMED,199579002,,C0015959,Fetomaternal Transfusion,,,,,"199576009,199579002,206392000,24141009,71028008,"
end_of_pregnancy,SNOMED,206392000,,C0015959,Fetomaternal Transfusion,,,,,"199576009,199579002,206392000,24141009,71028008,"
end_of_pregnancy,SNOMED,24141009,,C0015959,Fetomaternal Transfusion,,,,,"199576009,199579002,206392000,24141009,71028008,"
end_of_pregnancy,SNOMED,12546009,,C0019088,Hemorrhagic Disease of Newborn,,,,,12546009
end_of_pregnancy,SNOMED,147084005,,C0021293,"Infant, Postmature",,,,,"147079004,147084005,16207008,"
end_of_pregnancy,SNOMED,16207008,,C0021293,"Infant, Postmature",,,,,"147079004,147084005,16207008,"
end_of_pregnancy,SNOMED,147079004,,C0021293,"Infant, Postmature",,,,,"147079004,147084005,16207008,"
end_of_pregnancy,SNOMED,200465001,,C0022927,Lactation Disorders,,,,,"200459001,200460006,200465001,35046003,"
end_of_pregnancy,SNOMED,35046003,,C0022927,Lactation Disorders,,,,,"200459001,200460006,200465001,35046003,"
end_of_pregnancy,SNOMED,200460006,,C0022927,Lactation Disorders,,,,,"200459001,200460006,200465001,35046003,"
end_of_pregnancy,SNOMED,200459001,,C0022927,Lactation Disorders,,,,,"200459001,200460006,200465001,35046003,"
end_of_pregnancy,SNOMED,138997008,,C0026751,Multiparity,,,,,138997008
end_of_pregnancy,SNOMED,61628006,,C0027609,Neonatal Abstinence Syndrome,,,,,"414819007,61628006,"
end_of_pregnancy,SNOMED,414819007,,C0027609,Neonatal Abstinence Syndrome,,,,,"414819007,61628006,"
end_of_pregnancy,SNOMED,206354001,,C0027611,Neonatal dacryocystitis and conjunctivitis (disorder),,,,,"206345004,206354001,"
end_of_pregnancy,SNOMED,206345004,,C0027611,Neonatal dacryocystitis and conjunctivitis (disorder),,,,,"206345004,206354001,"
end_of_pregnancy,SNOMED,206621008,,C0029713,Other preterm infants,,,,,206621008
end_of_pregnancy,SNOMED,206597007,,C0031190,Persistent Fetal Circulation Syndrome,,,,,"204507004,206597007,233815004,35604006,"
end_of_pregnancy,SNOMED,35604006,,C0031190,Persistent Fetal Circulation Syndrome,,,,,"204507004,206597007,233815004,35604006,"
end_of_pregnancy,SNOMED,204507004,,C0031190,Persistent Fetal Circulation Syndrome,,,,,"204507004,206597007,233815004,35604006,"
end_of_pregnancy,SNOMED,233815004,,C0031190,Persistent Fetal Circulation Syndrome,,,,,"204507004,206597007,233815004,35604006,"
end_of_pregnancy,SNOMED,156239004,,C0032797,Postpartum Hemorrhage,,,,,"156239004,156243000,47821001,"
end_of_pregnancy,SNOMED,47821001,,C0032797,Postpartum Hemorrhage,,,,,"156239004,156243000,47821001,"
end_of_pregnancy,SNOMED,156243000,,C0032797,Postpartum Hemorrhage,,,,,"156239004,156243000,47821001,"
end_of_pregnancy,SNOMED,206281003,,C0035220,"Respiratory Distress Syndrome, Newborn",,,,,"157107007,206281003,3774009,46775006,"
end_of_pregnancy,SNOMED,46775006,,C0035220,"Respiratory Distress Syndrome, Newborn",,,,,"157107007,206281003,3774009,46775006,"
end_of_pregnancy,SNOMED,157107007,,C0035220,"Respiratory Distress Syndrome, Newborn",,,,,"157107007,206281003,3774009,46775006,"
end_of_pregnancy,SNOMED,3774009,,C0035220,"Respiratory Distress Syndrome, Newborn",,,,,"157107007,206281003,3774009,46775006,"
end_of_pregnancy,SNOMED,157117002,,C0035921,Congenital Rubella Syndrome,,,,,"157117002,206332003,"
end_of_pregnancy,SNOMED,206332003,,C0035921,Congenital Rubella Syndrome,,,,,"157117002,206332003,"
end_of_pregnancy,SNOMED,78945007,,C0036415,Sclerema Neonatorum,,,,,"206539008,206542002,78945007"
end_of_pregnancy,SNOMED,206539008,,C0036415,Sclerema Neonatorum,,,,,"206539008,206542002,78945007"
end_of_pregnancy,SNOMED,206542002,,C0036415,Sclerema Neonatorum,,,,,"206539008,206542002,78945007"
end_of_pregnancy,SNOMED,199397009,,C0085988,Cephalopelvic Disproportion,,,,,"156162005,199397009,25749005,"
end_of_pregnancy,SNOMED,25749005,,C0085988,Cephalopelvic Disproportion,,,,,"156162005,199397009,25749005,"
end_of_pregnancy,SNOMED,156162005,,C0085988,Cephalopelvic Disproportion,,,,,"156162005,199397009,25749005,"
end_of_pregnancy,SNOMED,199056009,,C0151526,Premature Birth,,,,,"199056009,199059002,270496001,282020008,49550006,"
end_of_pregnancy,SNOMED,270496001,,C0151526,Premature Birth,,,,,"199056009,199059002,270496001,282020008,49550006,"
end_of_pregnancy,SNOMED,49550006,,C0151526,Premature Birth,,,,,"199056009,199059002,270496001,282020008,49550006,"
end_of_pregnancy,SNOMED,199059002,,C0151526,Premature Birth,,,,,"199056009,199059002,270496001,282020008,49550006,"
end_of_pregnancy,SNOMED,282020008,,C0151526,Premature Birth,,,,,"199056009,199059002,270496001,282020008,49550006,"
end_of_pregnancy,SNOMED,207070002,,C0151701,Pulmonary hemorrhage,,,,,"158386009,207070002,274252009,78144005,"
end_of_pregnancy,SNOMED,274252009,,C0151701,Pulmonary hemorrhage,,,,,"158386009,207070002,274252009,78144005,"
end_of_pregnancy,SNOMED,158386009,,C0151701,Pulmonary hemorrhage,,,,,"158386009,207070002,274252009,78144005,"
end_of_pregnancy,SNOMED,78144005,,C0151701,Pulmonary hemorrhage,,,,,"158386009,207070002,274252009,78144005,"
end_of_pregnancy,SNOMED,111448009,,C0152156,Obstructed labor,,,,,"111448009,156209009,199813003,"
end_of_pregnancy,SNOMED,156209009,,C0152156,Obstructed labor,,,,,"111448009,156209009,199813003,"
end_of_pregnancy,SNOMED,199813003,,C0152156,Obstructed labor,,,,,"111448009,156209009,199813003,"
end_of_pregnancy,SNOMED,156287009,,C0152158,Failure of lactation,,,,,"156287009,200432009,200437003,"
end_of_pregnancy,SNOMED,200437003,,C0152158,Failure of lactation,,,,,"156287009,200432009,200437003,"
end_of_pregnancy,SNOMED,200432009,,C0152158,Failure of lactation,,,,,"156287009,200432009,200437003,"
end_of_pregnancy,SNOMED,156361006,,C0152251,Toxic erythema,,,,,"156361006,32698008,58767000,"
end_of_pregnancy,SNOMED,32698008,,C0152251,Toxic erythema,,,,,"156361006,32698008,58767000,"
end_of_pregnancy,SNOMED,58767000,,C0152251,Toxic erythema,,,,,"156361006,32698008,58767000,"
end_of_pregnancy,SNOMED,198896000,,C0156616,"Antepartum hemorrhage, abruptio placentae and placenta previa",,,,,"198896000,267197003,"
end_of_pregnancy,SNOMED,267197003,,C0156616,"Antepartum hemorrhage, abruptio placentae and placenta previa",,,,,"198896000,267197003,"
end_of_pregnancy,SNOMED,198903000,,C0156621,Placenta previa with hemorrhage,,,,,"156101000,19882008,198903000,198904006,198907004,"
end_of_pregnancy,SNOMED,19882008,,C0156621,Placenta previa with hemorrhage,,,,,"156101000,19882008,198903000,198904006,198907004,"
end_of_pregnancy,SNOMED,156101000,,C0156621,Placenta previa with hemorrhage,,,,,"156101000,19882008,198903000,198904006,198907004,"
end_of_pregnancy,SNOMED,198907004,,C0156621,Placenta previa with hemorrhage,,,,,"156101000,19882008,198903000,198904006,198907004,"
end_of_pregnancy,SNOMED,198904006,,C0156621,Placenta previa with hemorrhage,,,,,"156101000,19882008,198903000,198904006,198907004,"
end_of_pregnancy,SNOMED,198916000,,C0156631,Antepartum hemorrhage associated with coagulation defect,,,,,"156103002,198916000,198919007,267199000,2814002,"
end_of_pregnancy,SNOMED,198919007,,C0156631,Antepartum hemorrhage associated with coagulation defect,,,,,"156103002,198916000,198919007,267199000,2814002,"
end_of_pregnancy,SNOMED,156103002,,C0156631,Antepartum hemorrhage associated with coagulation defect,,,,,"156103002,198916000,198919007,267199000,2814002,"
end_of_pregnancy,SNOMED,267199000,,C0156631,Antepartum hemorrhage associated with coagulation defect,,,,,"156103002,198916000,198919007,267199000,2814002,"
end_of_pregnancy,SNOMED,2814002,,C0156631,Antepartum hemorrhage associated with coagulation defect,,,,,"156103002,198916000,198919007,267199000,2814002,"
end_of_pregnancy,SNOMED,198932002,,C0156635,Other antepartum haemorrhage,,,,,"198931009,198932002,198935000,200522000,"
end_of_pregnancy,SNOMED,198931009,,C0156635,Other antepartum haemorrhage,,,,,"198931009,198932002,198935000,200522000,"
end_of_pregnancy,SNOMED,198935000,,C0156635,Other antepartum haemorrhage,,,,,"198931009,198932002,198935000,200522000,"
end_of_pregnancy,SNOMED,200522000,,C0156635,Other antepartum haemorrhage,,,,,"198931009,198932002,198935000,200522000,"
end_of_pregnancy,SNOMED,198957007,,C0156653,Other pre-existing hypertension in preg/childbirth/puerp,,,,,"198956003,198957007,198962008,"
end_of_pregnancy,SNOMED,198956003,,C0156653,Other pre-existing hypertension in preg/childbirth/puerp,,,,,"198956003,198957007,198962008,"
end_of_pregnancy,SNOMED,198962008,,C0156653,Other pre-existing hypertension in preg/childbirth/puerp,,,,,"198956003,198957007,198962008,"
end_of_pregnancy,SNOMED,198992004,,C0156677,Eclampsia in pregnancy,,,,,198992004
end_of_pregnancy,SNOMED,303063000,,C0156678,Eclampsia in puerperium,,,,,303063000
end_of_pregnancy,SNOMED,199027009,,C0156697,Hyperemesis gravidarum with metabolic disturbance - delivered,,,,,199027009
end_of_pregnancy,SNOMED,39763004,,C0156878,"Abnormal glucose tolerance in mother complicating pregnancy, childbirth AND/OR puerperium",,,,,39763004
end_of_pregnancy,SNOMED,199392003,,C0156924,Malposition and malpresentation of fetus,,,,,"199342004,199392003,"
end_of_pregnancy,SNOMED,199342004,,C0156924,Malposition and malpresentation of fetus,,,,,"199342004,199392003,"
end_of_pregnancy,SNOMED,199344003,,C0156927,Unstable lie - delivered,,,,,199344003
end_of_pregnancy,SNOMED,11914001,,C0156936,Transverse OR oblique presentation of fetus,,,,,11914001
end_of_pregnancy,SNOMED,37762002,,C0156940,Face OR brow presentation of fetus,,,,,37762002
end_of_pregnancy,SNOMED,199375007,,C0156946,High head at term - delivered,,,,,199375007
end_of_pregnancy,SNOMED,199405005,,C0156971,Generally contracted pelvis - delivered,,,,,199405005
end_of_pregnancy,SNOMED,199409004,,C0156975,Inlet pelvic contraction - delivered,,,,,199409004
end_of_pregnancy,SNOMED,199413006,,C0156979,Outlet pelvic contraction - delivered,,,,,199413006
end_of_pregnancy,SNOMED,199432000,,C0156994,Other fetal abnormality causing disproportion - delivered,,,,,199432000
end_of_pregnancy,SNOMED,199468005,,C0157023,Retroverted incarcerated gravid uterus - delivered,,,,,199468005
end_of_pregnancy,SNOMED,199653002,,C0157142,Oligohydramnios - delivered,,,,,199653002
end_of_pregnancy,SNOMED,199658006,,C0157146,Premature rupture of membranes - delivered,,,,,199658006
end_of_pregnancy,SNOMED,35347003,,C0157152,Delayed delivery after artificial rupture of membranes,,,,,35347003
end_of_pregnancy,SNOMED,66844003,,C0157179,Generalized infection during labor,,,,,66844003
end_of_pregnancy,SNOMED,199718001,,C0157189,Elderly primigravida - delivered,,,,,199718001
end_of_pregnancy,SNOMED,156207006,,C0157223,Failed trial of labor,,,,,"156207006,199795004,"
end_of_pregnancy,SNOMED,199795004,,C0157223,Failed trial of labor,,,,,"156207006,199795004,"
end_of_pregnancy,SNOMED,199807007,,C0157231,Other causes of obstructed labour,,,,,"199807007,199811001,"
end_of_pregnancy,SNOMED,199811001,,C0157231,Other causes of obstructed labour,,,,,"199807007,199811001,"
end_of_pregnancy,SNOMED,199819004,,C0157240,Primary uterine inertia - delivered,,,,,199819004
end_of_pregnancy,SNOMED,267268007,,C0157311,Trauma to perineum and/or vulva during delivery,,,,,"199913002,267268007,"
end_of_pregnancy,SNOMED,199913002,,C0157311,Trauma to perineum and/or vulva during delivery,,,,,"199913002,267268007,"
end_of_pregnancy,SNOMED,199946008,,C0157332,Vulval and perineal hematoma during delivery,,,,,"199942005,199943000,199946008,267269004,"
end_of_pregnancy,SNOMED,199942005,,C0157332,Vulval and perineal hematoma during delivery,,,,,"199942005,199943000,199946008,267269004,"
end_of_pregnancy,SNOMED,199943000,,C0157332,Vulval and perineal hematoma during delivery,,,,,"199942005,199943000,199946008,267269004,"
end_of_pregnancy,SNOMED,267269004,,C0157332,Vulval and perineal hematoma during delivery,,,,,"199942005,199943000,199946008,267269004,"
end_of_pregnancy,SNOMED,49561003,,C0157345,Rupture of uterus before onset of labor,,,,,49561003
end_of_pregnancy,SNOMED,199979008,,C0157364,Obstetric high vaginal laceration - delivered,,,,,199979008
end_of_pregnancy,SNOMED,200029002,,C0157403,Postpartum coagulation defects,,,,,"156242005,200029002,200032004,"
end_of_pregnancy,SNOMED,200032004,,C0157403,Postpartum coagulation defects,,,,,"156242005,200029002,200032004,"
end_of_pregnancy,SNOMED,156242005,,C0157403,Postpartum coagulation defects,,,,,"156242005,200029002,200032004,"
end_of_pregnancy,SNOMED,111454005,,C0157408,Retained portions of placenta AND/OR membranes without hemorrhage,,,,,111454005
end_of_pregnancy,SNOMED,200165005,,C0157443,Other complications of labour and delivery unspecified,,,,,"200158002,200159005,200165005,"
end_of_pregnancy,SNOMED,200158002,,C0157443,Other complications of labour and delivery unspecified,,,,,"200158002,200159005,200165005,"
end_of_pregnancy,SNOMED,200159005,,C0157443,Other complications of labour and delivery unspecified,,,,,"200158002,200159005,200165005,"
end_of_pregnancy,SNOMED,156249001,,C0157450,Shock during AND/OR following labor AND/OR delivery,,,,,"156249001,200104006,200109001,84007008,"
end_of_pregnancy,SNOMED,200109001,,C0157450,Shock during AND/OR following labor AND/OR delivery,,,,,"156249001,200104006,200109001,84007008,"
end_of_pregnancy,SNOMED,84007008,,C0157450,Shock during AND/OR following labor AND/OR delivery,,,,,"156249001,200104006,200109001,84007008,"
end_of_pregnancy,SNOMED,200104006,,C0157450,Shock during AND/OR following labor AND/OR delivery,,,,,"156249001,200104006,200109001,84007008,"
end_of_pregnancy,SNOMED,156263007,,C0157489,Major puerperal infection,,,,,"156263007,200178005,200198000,200199008,"
end_of_pregnancy,SNOMED,200198000,,C0157489,Major puerperal infection,,,,,"156263007,200178005,200198000,200199008,"
end_of_pregnancy,SNOMED,200178005,,C0157489,Major puerperal infection,,,,,"156263007,200178005,200198000,200199008,"
end_of_pregnancy,SNOMED,200199008,,C0157489,Major puerperal infection,,,,,"156263007,200178005,200198000,200199008,"
end_of_pregnancy,SNOMED,200211003,,C0157499,Varicose veins of legs in the puerperium,,,,,200211003
end_of_pregnancy,SNOMED,200267006,,C0157524,Other venous complication of pregnancy and the puerperium unspecified,,,,,"200261007,200262000,200267006,"
end_of_pregnancy,SNOMED,200261007,,C0157524,Other venous complication of pregnancy and the puerperium unspecified,,,,,"200261007,200262000,200267006,"
end_of_pregnancy,SNOMED,200262000,,C0157524,Other venous complication of pregnancy and the puerperium unspecified,,,,,"200261007,200262000,200267006,"
end_of_pregnancy,SNOMED,200275000,,C0157535,Venous complication in the puerperium,,,,,"200275000,609497003,"
end_of_pregnancy,SNOMED,609497003,,C0157535,Venous complication in the puerperium,,,,,"200275000,609497003,"
end_of_pregnancy,SNOMED,200277008,,C0157536,Puerperal pyrexia of unknown origin,,,,,"14597000,200277008,200279006,267365008,"
end_of_pregnancy,SNOMED,200279006,,C0157536,Puerperal pyrexia of unknown origin,,,,,"14597000,200277008,200279006,267365008,"
end_of_pregnancy,SNOMED,267365008,,C0157536,Puerperal pyrexia of unknown origin,,,,,"14597000,200277008,200279006,267365008,"
end_of_pregnancy,SNOMED,14597000,,C0157536,Puerperal pyrexia of unknown origin,,,,,"14597000,200277008,200279006,267365008,"
end_of_pregnancy,SNOMED,200294005,,C0157548,Amniotic fluid pulmonary embolism - delivered,,,,,200294005
end_of_pregnancy,SNOMED,60601008,,C0157552,Obstetrical blood clot embolism,,,,,60601008
end_of_pregnancy,SNOMED,200306002,,C0157559,Obstetric pyemic and septic pulmonary embolism,,,,,"200306002,200307006,200312007,267284008,"
end_of_pregnancy,SNOMED,200307006,,C0157559,Obstetric pyemic and septic pulmonary embolism,,,,,"200306002,200307006,200312007,267284008,"
end_of_pregnancy,SNOMED,200312007,,C0157559,Obstetric pyemic and septic pulmonary embolism,,,,,"200306002,200307006,200312007,267284008,"
end_of_pregnancy,SNOMED,267284008,,C0157559,Obstetric pyemic and septic pulmonary embolism,,,,,"200306002,200307006,200312007,267284008,"
end_of_pregnancy,SNOMED,200313002,,C0157564,Other obstetric pulmonary embolism unspecified,,,,,"200313002,200314008,200319003,"
end_of_pregnancy,SNOMED,200314008,,C0157564,Other obstetric pulmonary embolism unspecified,,,,,"200313002,200314008,200319003,"
end_of_pregnancy,SNOMED,200319003,,C0157564,Other obstetric pulmonary embolism unspecified,,,,,"200313002,200314008,200319003,"
end_of_pregnancy,SNOMED,200328002,,C0157571,Cerebrovascular disorder in the puerperium,,,,,"200328002,200329005,200334009,6594005,"
end_of_pregnancy,SNOMED,200329005,,C0157571,Cerebrovascular disorder in the puerperium,,,,,"200328002,200329005,200334009,6594005,"
end_of_pregnancy,SNOMED,6594005,,C0157571,Cerebrovascular disorder in the puerperium,,,,,"200328002,200329005,200334009,6594005,"
end_of_pregnancy,SNOMED,200334009,,C0157571,Cerebrovascular disorder in the puerperium,,,,,"200328002,200329005,200334009,6594005,"
end_of_pregnancy,SNOMED,200354005,,C0157592,Other complications of the puerperium,,,,,"200354005,200358008,"
end_of_pregnancy,SNOMED,200358008,,C0157592,Other complications of the puerperium,,,,,"200354005,200358008,"
end_of_pregnancy,SNOMED,74955002,,C0157630,Retracted nipple associated with childbirth,,,,,74955002
end_of_pregnancy,SNOMED,35716006,,C0157636,Cracked nipple associated with childbirth,,,,,35716006
end_of_pregnancy,SNOMED,55613002,,C0157642,Engorgement of breasts associated with childbirth,,,,,55613002
end_of_pregnancy,SNOMED,200567007,,C0157648,Other and unspecified disorders of breast associated with childbirth,,,,,200567007
end_of_pregnancy,SNOMED,200433004,,C0157655,Failure of lactation - delivered,,,,,200433004
end_of_pregnancy,SNOMED,200434005,,C0157656,Failure of lactation with postnatal complication,,,,,"200434005,200436007,"
end_of_pregnancy,SNOMED,200436007,,C0157656,Failure of lactation with postnatal complication,,,,,"200434005,200436007,"
end_of_pregnancy,SNOMED,200435006,,C0157657,Failure of lactation with antenatal complication,,,,,200435006
end_of_pregnancy,SNOMED,200439000,,C0157660,Suppressed lactation - delivered,,,,,200439000
end_of_pregnancy,SNOMED,200442006,,C0157661,Suppressed lactation with postnatal complication,,,,,"200440003,200442006,"
end_of_pregnancy,SNOMED,200440003,,C0157661,Suppressed lactation with postnatal complication,,,,,"200440003,200442006,"
end_of_pregnancy,SNOMED,200441004,,C0157662,Suppressed lactation with antenatal complication,,,,,200441004
end_of_pregnancy,SNOMED,200453000,,C0157669,Other and unspecified disorders of lactation,,,,,"200452005,200453000,200458009,200568002,"
end_of_pregnancy,SNOMED,200458009,,C0157669,Other and unspecified disorders of lactation,,,,,"200452005,200453000,200458009,200568002,"
end_of_pregnancy,SNOMED,200452005,,C0157669,Other and unspecified disorders of lactation,,,,,"200452005,200453000,200458009,200568002,"
end_of_pregnancy,SNOMED,200568002,,C0157669,Other and unspecified disorders of lactation,,,,,"200452005,200453000,200458009,200568002,"
end_of_pregnancy,SNOMED,200454006,,C0157671,Other disorder of lactation - delivered,,,,,200454006
end_of_pregnancy,SNOMED,200455007,,C0157672,Other disorder of lactation - delivered with postnatal complication,,,,,"200455007,200457004,"
end_of_pregnancy,SNOMED,200457004,,C0157672,Other disorder of lactation - delivered with postnatal complication,,,,,"200455007,200457004,"
end_of_pregnancy,SNOMED,200456008,,C0157673,Other disorder of lactation with antenatal complication,,,,,200456008
end_of_pregnancy,SNOMED,6593004,,C0158799,Fetus or newborn affected by maternal conditions which may be unrelated to present pregnancy,,,,,6593004
end_of_pregnancy,SNOMED,81804001,,C0158801,Maternal renal and urinary tract diseases affecting fetus or newborn,,,,,81804001
end_of_pregnancy,SNOMED,206063006,,C0158816,Fetal or neonatal effect of maternal complication of pregnancy,,,,,"206035009,206063006,68983007,"
end_of_pregnancy,SNOMED,68983007,,C0158816,Fetal or neonatal effect of maternal complication of pregnancy,,,,,"206035009,206063006,68983007,"
end_of_pregnancy,SNOMED,206035009,,C0158816,Fetal or neonatal effect of maternal complication of pregnancy,,,,,"206035009,206063006,68983007,"
end_of_pregnancy,SNOMED,70898005,,C0158817,Fetal or neonatal effect of incompetent cervix,,,,,70898005
end_of_pregnancy,SNOMED,65599008,,C0158819,Fetus and newborn affected by oligohydramnios,,,,,65599008
end_of_pregnancy,SNOMED,66215008,,C0158820,Fetus or newborn affected by polyhydramnios,,,,,66215008
end_of_pregnancy,SNOMED,206065004,,C0158828,Fetus or neonate affected by placenta previa,,,,,"206065004,62048002,"
end_of_pregnancy,SNOMED,62048002,,C0158828,Fetus or neonate affected by placenta previa,,,,,"206065004,62048002,"
end_of_pregnancy,SNOMED,206082002,,C0158831,Fetus or neonate affected by placental transfusion syndrome,,,,,"206082002,206086004,63654005,"
end_of_pregnancy,SNOMED,206086004,,C0158831,Fetus or neonate affected by placental transfusion syndrome,,,,,"206082002,206086004,63654005,"
end_of_pregnancy,SNOMED,63654005,,C0158831,Fetus or neonate affected by placental transfusion syndrome,,,,,"206082002,206086004,63654005,"
end_of_pregnancy,SNOMED,206087008,,C0158832,Fetal or neonatal effect of prolapsed cord,,,,,"206087008,51327006,"
end_of_pregnancy,SNOMED,51327006,,C0158832,Fetal or neonatal effect of prolapsed cord,,,,,"206087008,51327006,"
end_of_pregnancy,SNOMED,55730009,,C0158835,Fetus or neonate affected by chorioamnionitis,,,,,"206102001,55730009,"
end_of_pregnancy,SNOMED,206102001,,C0158835,Fetus or neonate affected by chorioamnionitis,,,,,"206102001,55730009,"
end_of_pregnancy,SNOMED,4787007,,C0158839,Fetus or neonate affected by breech delivery and extraction,,,,,"206110000,4787007,"
end_of_pregnancy,SNOMED,206110000,,C0158839,Fetus or neonate affected by breech delivery and extraction,,,,,"206110000,4787007,"
end_of_pregnancy,SNOMED,206121009,,C0158841,Fetal or neonatal effect of forceps delivery,,,,,206121009
end_of_pregnancy,SNOMED,73890002,,C0158842,Fetus or neonate affected by vacuum extraction delivery,,,,,"206122002,73890002,"
end_of_pregnancy,SNOMED,206122002,,C0158842,Fetus or neonate affected by vacuum extraction delivery,,,,,"206122002,73890002,"
